Time	Amplitude	Beam	Grupo	UpperThreshold	LowerThreshold
3.105	0.23181495769248	0.0	0		
3.12	0.216098854653182	0.0	0		
3.135	0.223292665815601	0.0	0		
3.15	0.23048647697802	0.0	0		
3.165	0.232135643913816	0.0	0		
3.18	0.223288329887199	0.0	0		
3.195	0.214441015860582	0.0	0		
3.21	0.215029497219728	0.0	0		
3.225	0.220075902065007	0.0	0		
3.24	0.225024394677165	0.0	0		
3.255	0.222318662717569	0.0	0		
3.27	0.219612930757972	0.0	0		
3.285	0.215911231130458	0.0	0		
3.3	0.210327974705894	0.0	0		
3.315	0.20474471828133	0.0	0		
3.33	0.198687158025111	0.0	0		
3.345	0.192405994547477	0.0	0		
3.36	0.186298656173148	0.0	0		
3.375	0.19328846373544	0.0	0		
3.39	0.20027827129773	0.0	0		
3.405	0.212232319678591	0.0	0		
3.42	0.233545327376206	0.0	0		
3.435	0.254858335073821	0.0	0		
3.45	0.264962765539972	0.0	0		
3.465	0.269794429753537	0.0	0		
3.48	0.274859874868437	0.0	0		
3.495	0.29692447477705	0.0	0		
3.51	0.318989074685665	0.0	0		
3.525	0.33530020155881	0.0	0		
3.54	0.340786824699103	0.0	0		
3.555	0.346273447839396	0.0	0		
3.57	0.357671456143581	0.0	0		
3.585	0.371844337836705	0.0	0		
3.6	0.386290855441414	0.0	0		
3.615	0.41996218649417	0.0	0		
3.63	0.453633517546925	0.0	0		
3.645	0.485498867782307	0.0	0		
3.66	0.513973475547584	0.0	0		
3.675	0.542448083312861	0.0	0		
3.69	0.573642773708736	0.0	0		
3.705	0.606111557223894	0.0	0		
3.72	0.638089096973771	0.0	0		
3.735	0.636682545836044	0.0	0		
3.75	0.635275994698317	0.0	0		
3.765	0.640976053557047	0.0	0		
3.78	0.659991336495322	0.0	0		
3.795	0.679006619433598	0.0	0		
3.81	0.689512146742856	0.0	0		
3.825	0.696040261946962	0.0	0		
3.84	0.70273006744596	0.0	0		
3.855	0.72005963642528	0.0	0		
3.87	0.7373892054046	0.0	0		
3.885	0.754557893723977	0.0	0		
3.9	0.771425770345112	0.0	0		
3.915	0.788293646966247	0.0	0		
3.93	0.792399111212005	0.0	0		
3.945	0.790552341779264	0.0	0		
3.96	0.789170994485127	0.0	0		
3.975	0.817473809745032	0.0	0		
3.99	0.845776625004937	0.0	0		
4.005	0.874427858569366	0.0	0		
4.02	0.903729217766741	0.0	0		
4.035	0.933030576964117	0.0	0		
4.05	0.954125563845746	0.0	0		
4.065	0.971401447667138	0.0	0		
4.08	0.988415026755664	0.0	0		
4.095	0.989198830061419	0.0	0		
4.11	0.989982633367176	0.0	0		
4.125	0.995950948958301	0.0	0		
4.14	1.01157332991549	0.0	0		
4.155	1.02719571087269	0.0	0		
4.17	1.04153496718557	0.0	0		
4.185	1.05527836761526	0.0	0		
4.2	1.06916943500165	0.0	0		
4.215	1.09193194196334	0.0	0		
4.23	1.11469444892502	0.0	0		
4.245	1.13123998355022	0.0	0		
4.26	1.13623270323757	0.0	0		
4.275	1.14122542292492	0.0	0		
4.29	1.13610753129513	0.0	0		
4.305	1.12630462145738	0.0	0		
4.32	1.11654926640692	0.0	0		
4.335	1.10957019587621	0.0	0		
4.35	1.10259112534551	0.0	0		
4.365	1.09831281284784	0.0	0		
4.38	1.09904293099566	0.0	0		
4.395	1.09977304914349	0.0	0		
4.41	1.10025353296066	0.0	0		
4.425	1.10061859203457	0.0	0		
4.44	1.10076993583613	0.0	0		
4.455	1.08878740858649	0.0	0		
4.47	1.07680488133685	0.0	0		
4.485	1.07059266904573	0.0	0		
4.5	1.07505927418539	0.0	0		
4.515	1.07952587932504	0.0	0		
4.53	1.07617505421481	0.0	0		
4.545	1.06921745774728	0.0	0		
4.56	1.06191344665379	0.0	0		
4.575	1.03546813785821	0.0	0		
4.59	1.00902282906263	0.0	0		
4.605	0.98954356722506	0.0	0		
4.62	0.982929555768268	0.0	0		
4.635	0.976315544311477	0.0	0		
4.65	0.971466068430782	0.0	0		
4.665	0.967428944554558	0.0	0		
4.68	0.963080755713646	0.0	0		
4.695	0.941993225679332	0.0	0		
4.71	0.920905695645016	0.0	0		
4.725	0.903836435553987	0.0	0		
4.74	0.894173107126856	0.0	0		
4.755	0.884509778699726	0.0	0		
4.77	0.877686350414127	0.0	0		
4.785	0.872167516179077	0.0	0		
4.8	0.866410204831656	0.0	0		
4.815	0.84814651410438	0.0	0		
4.83	0.829882823377103	0.0	0		
4.845	0.812182589884822	0.0	0		
4.86	0.795518716863815	0.0	0		
4.875	0.778854843842808	0.0	0		
4.89	0.75814908078269	0.0	0		
4.905	0.735590577421134	0.0	0		
4.92	0.712880509498859	0.0	0		
4.935	0.682419550890229	0.0	0		
4.95	0.651958592281596	0.0	0		
4.965	0.626238475486164	0.0	0		
4.98	0.609220280422829	0.0	0		
4.995	0.592202085359494	0.0	0		
5.01	0.586205370533475	0.0	0		
5.025	0.585249774722347	0.0	0		
5.04	0.584229627355867	0.0	0		
5.055	0.579988499879515	0.0	0		
5.07	0.575747372403163	0.0	0		
5.085	0.569079596893292	0.0	0		
5.1	0.557966769202092	0.0	0		
5.115	0.546853941510893	0.0	0		
5.13	0.536463601406021	0.0	0		
5.145	0.526403002810221	0.0	0		
5.16	0.516087121196024	0.0	0		
5.175	0.493335351265924	0.0	0		
5.19	0.470583581335826	0.0	0		
5.205	0.451005819364675	0.0	0		
5.22	0.437230207840222	0.0	0		
5.235	0.423454596315769	0.0	0		
5.25	0.415743162377269	0.0	0		
5.265	0.410793390816261	0.0	0		
5.28	0.405602068259293	0.0	0		
5.295	0.388916721175114	0.0	0		
5.31	0.372231374090937	0.0	0		
5.325	0.360727720831596	0.0	0		
5.34	0.358676947798727	0.0	0		
5.355	0.356626174765859	0.0	0		
5.37	0.347584299539386	0.0	0		
5.385	0.335365557594859	0.0	0		
5.4	0.322917178464621	0.0	0		
5.415	0.299789612429021	0.0	0		
5.43	0.276662046393425	0.0	0		
5.445	0.260002073187822	0.0	0		
5.46	0.255116723816329	0.0	0		
5.475	0.250231374444835	0.0	0		
5.49	0.242302420242434	0.0	0		
5.505	0.232993413857632	0.0	0		
5.52	0.223622718848269	0.0	0		
5.535	0.211446925030085	0.0	0		
5.55	0.199271131211901	0.0	0		
5.565	0.185848902241323	0.0	0		
5.58	0.170162099094615	0.0	0		
5.595	0.154475295947907	0.0	0		
5.61	0.137834871517506	0.0	0		
5.625	0.120762991296242	0.0	0		
5.64	0.103680252028708	0.0	0		
5.655	0.0861144683545028	0.0	0		
5.67	0.0685486846802967	0.0	0		
5.685	0.054456144398241	0.0	0		
5.7	0.0466610594670222	0.0	0		
5.715	0.0388659745358048	0.0	0		
5.73	0.0315961075419473	0.0	0		
5.745	0.0245633518533133	0.0	0		
5.76	0.0175125144965129	0.0	0		
5.775	0.0096744814389524	0.0	0		
5.79	0.00183644838139116	0.0	0		
5.805	-0.00367794628725022	0.0	0		
5.82	-0.00498786414070622	0.0	0		
5.835	-0.00629778199416151	0.0	0		
5.85	-0.00953974149604235	0.0	0		
5.865	-0.0136520245933653	0.0	0		
5.88	-0.0177672610298224	0.0	0		
5.895	-0.022008388506174	0.0	0		
5.91	-0.0262495159825257	0.0	0		
5.925	-0.0288604282131011	0.0	0		
5.94	-0.0285275802339449	0.0	0		
5.955	-0.0281947322547879	0.0	0		
5.97	-0.0286544847542608	0.0	0		
5.985	-0.0294704991547739	0.0	0		
6.0	-0.0303081111033748	0.0	0		
6.015	-0.0320475102202586	0.0	0		
6.03	-0.0337869093371417	0.0	0		
6.045	-0.0388829819306032	0.0	0		
6.06	-0.0500280207165595	0.0	0		
6.075	-0.0611730595025158	0.0	0		
6.09	-0.0630376435380228	0.0	0		
6.105	-0.0607399187786832	0.0	0		
6.12	-0.0584209329911907	0.0	0		
6.135	-0.0552320346102377	0.0	0		
6.15	-0.0520431362292847	0.0	0		
6.165	-0.0491726957113229	0.0	0		
6.18	-0.0468749709519834	0.0	0		
6.195	-0.0445772461926438	0.0	0		
6.21	-0.0438594545735207	0.0	0		
6.225	-0.0438487175419347	0.0	0		
6.24	-0.043733769829484	0.0	0		
6.255	-0.039438957195204	0.0	0		
6.27	-0.0351441445609233	0.0	0		
6.285	-0.0275760634506923	0.0	0		
6.3	-0.0141332999053965	0.0	0		
6.315	-0.000690536360099969	0.0	0		
6.33	0.0104363918455633	0.0	0		
6.345	0.0205292015361209	0.0	0		
6.36	0.0307471263250193	0.0	0		
6.375	0.0458863408608572	0.0	0		
6.39	0.0610255553966944	0.0	0		
6.405	0.0728526001446021	0.0	0		
6.42	0.0787472304851519	0.0	0		
6.435	0.0846418608257011	0.0	0		
6.45	0.10572587560174	0.0	0		
6.465	0.133577735535047	0.0	0		
6.48	0.161176271297342	0.0	0		
6.495	0.178999743729605	0.0	0		
6.51	0.196823216161867	0.0	0		
6.525	0.211661458514942	0.0	0		
6.54	0.221163731468287	0.0	0		
6.555	0.230666004421632	0.0	0		
6.57	0.234519505527086	0.0	0		
6.585	0.235861634475299	0.0	0		
6.6	0.237379456965861	0.0	0		
6.615	0.245550338002579	0.0	0		
6.63	0.253721219039297	0.0	0		
6.645	0.27054705652792	0.0	0		
6.66	0.30281183644295	0.0	0		
6.675	0.335076616357978	0.0	0		
6.69	0.354794136018989	0.0	0		
6.705	0.368945543648942	0.0	0		
6.72	0.383359095285822	0.0	0		
6.735	0.407517416353648	0.0	0		
6.75	0.431675737421475	0.0	0		
6.765	0.450369391950918	0.0	0		
6.78	0.459334813324977	0.0	0		
6.795	0.468300234699037	0.0	0		
6.81	0.496229502558425	0.0	0		
6.825	0.53255288041285	0.0	0		
6.84	0.568086948247642	0.0	0		
6.855	0.574808330020291	0.0	0		
6.87	0.581529711792939	0.0	0		
6.885	0.590060839193023	0.0	0		
6.9	0.601807151747779	0.0	0		
6.915	0.613553464302535	0.0	0		
6.93	0.626789309375992	0.0	0		
6.945	0.640683028247887	0.0	0		
6.96	0.654888746303995	0.0	0		
6.975	0.680281826004175	0.0	0		
6.99	0.705674905704355	0.0	0		
7.005	0.72486891256881	0.0	0		
7.02	0.733072004700285	0.0	0		
7.035	0.74127509683176	0.0	0		
7.05	0.746877201800828	0.0	0		
7.065	0.751333069908893	0.0	0		
7.08	0.755933254842354	0.0	0		
7.095	0.765618057332656	0.0	0		
7.11	0.775302859822958	0.0	0		
7.125	0.785111727055903	0.0	0		
7.14	0.795140114556946	0.0	0		
7.155	0.80516850205799	0.0	0		
7.17	0.816352834293564	0.0	0		
7.185	0.828045461690391	0.0	0		
7.2	0.84028747043834	0.0	0		
7.215	0.8715537064159	0.0	0		
7.23	0.902819942393458	0.0	0		
7.245	0.930064378825656	0.0	0		
7.26	0.950207050080429	0.0	0		
7.275	0.970349721335202	0.0	0		
7.29	0.981663982230663	0.0	0		
7.305	0.989104745119553	0.0	0		
7.32	0.996771925652685	0.0	0		
7.335	1.01214735488341	0.0	0		
7.35	1.02752278411413	0.0	0		
7.365	1.03340210480683	0.0	0		
7.38	1.02254696587368	0.0	0		
7.395	1.01169182694054	0.0	0		
7.41	1.01982718474061	0.0	0		
7.425	1.03627631712991	0.0	0		
7.44	1.05258469377789	0.0	0		
7.455	1.06418068789045	0.0	0		
7.47	1.07577668200301	0.0	0		
7.485	1.08966900996157	0.0	0		
7.5	1.10759985270968	0.0	0		
7.515	1.1255306954578	0.0	0		
7.53	1.15378144189163	0.0	0		
7.545	1.1865401252596	0.0	0		
7.56	1.21887542636746	0.0	0		
7.575	1.23726796147376	0.0	0		
7.59	1.25566049658007	0.0	0		
7.605	1.27175763156981	0.0	0		
7.62	1.28382605507214	0.0	0		
7.635	1.29589447857447	0.0	0		
7.65	1.30406696895039	0.0	0		
7.665	1.31054139899657	0.0	0		
7.68	1.31705954649822	0.0	0		
7.695	1.32499421284005	0.0	0		
7.71	1.33292887918189	0.0	0		
7.725	1.34213954420356	0.0	0		
7.74	1.35358521987392	0.0	0		
7.755	1.36503089554428	0.0	0		
7.77	1.37747926928126	0.0	0		
7.785	1.3903637071841	0.0	0		
7.8	1.40332715193145	0.0	0		
7.815	1.41880995147803	0.0	0		
7.83	1.43429275102461	0.0	0		
7.845	1.44910742632726	0.0	0		
7.86	1.46275419347269	0.0	0		
7.875	1.47640096061811	0.0	0		
7.89	1.4865059775145	0.0	0		
7.905	1.49507412871988	0.0	0		
7.92	1.50338503805949	0.0	0		
7.935	1.50362125275438	0.0	0		
7.95	1.50385746744926	0.0	0		
7.965	1.50594805641538	0.0	0		
7.98	1.51127362408189	0.0	0		
7.995	1.5165991917484	0.0	0		
8.01	1.51821579036676	0.0	0		
8.025	1.51822652739835	0.0	0		
8.04	1.51909135202577	0.0	0		
8.055	1.54635267522187	0.0	0		
8.07	1.57361399841796	0.0	0		
8.085	1.59356973486269	0.0	0		
8.1	1.60080649415145	0.0	0		
8.115	1.60804325344021	0.0	0		
8.13	1.61418532086935	0.0	0		
8.145	1.6198544735466	0.0	0		
8.16	1.6256534124198	0.0	0		
8.175	1.63540263709961	0.0	0		
8.19	1.64515186177943	0.0	0		
8.205	1.64547989629724	0.0	0		
8.22	1.6294387711082	0.0	0		
8.235	1.61339764591916	0.0	0		
8.25	1.60906106366092	0.0	0		
8.265	1.60976970774557	0.0	0		
8.28	1.61107964263704	0.0	0		
8.295	1.63041703652289	0.0	0		
8.31	1.64975443040874	0.0	0		
8.325	1.67028570831393	0.0	0		
8.34	1.69288715980182	0.0	0		
8.355	1.71548861128972	0.0	0		
8.37	1.72831473164104	0.0	0		
8.385	1.73693656800436	0.0	0		
8.4	1.74518536950803	0.0	0		
8.415	1.74241521535892	0.0	0		
8.43	1.73964506120981	0.0	0		
8.445	1.73944661343869	0.0	0		
8.46	1.74369847794663	0.0	0		
8.475	1.74795034245457	0.0	0		
8.49	1.75531257137012	0.0	0		
8.505	1.76400956695454	0.0	0		
8.52	1.77243874791999	0.0	0		
8.535	1.77307223278354	0.0	0		
8.55	1.7737057176471	0.0	0		
8.565	1.77694569208851	0.0	0		
8.58	1.7846870918618	0.0	0		
8.595	1.79242849163509	0.0	0		
8.61	1.78541209629163	0.0	0		
8.625	1.77207670306219	0.0	0		
8.64	1.75945625899204	0.0	0		
8.655	1.76734797720753	0.0	0		
8.67	1.77523969542302	0.0	0		
8.685	1.7805807338146	0.0	0		
8.7	1.78152559259414	0.0	0		
8.715	1.78247045137368	0.0	0		
8.73	1.78110574826982	0.0	0		
8.745	1.77875433835255	0.0	0		
8.76	1.77639962853084	0.0	0		
8.775	1.7739515853293	0.0	0		
8.79	1.77150354212776	0.0	0		
8.805	1.76922918192169	0.0	0		
8.82	1.76725356810992	0.0	0		
8.835	1.76527795429815	0.0	0		
8.85	1.76303133156611	0.0	0		
8.865	1.76066918461726	0.0	0		
8.879481	1.76066918461726	0.0	0		
8.88	1.75753283086438	0.0	0		
8.895	1.73280544712251	0.0	0		
8.91	1.70807806338064	0.0	0		
8.925	1.69060721900941	0.0	0		
8.94	1.68559302525888	0.0	0		
8.955	1.68057883150836	0.0	0		
8.97	1.67551943946835	0.0	0		
8.985	1.67044082352831	0.0	0		
9.0	1.66534789293431	0.0	0		
9.015	1.65986126979402	0.0	0		
9.03	1.65437464665373	0.0	0		
9.045	1.65430568519007	0.0	0		
9.06	1.6635180582906	0.0	0		
9.075	1.67273043139113	0.0	0		
9.09	1.68474696687923	0.0	0		
9.105	1.69795351572964	0.0	0		
9.12	1.71052449394401	0.0	0		
9.135	1.70585388520422	0.0	0		
9.15	1.70118327646445	0.0	0		
9.165	1.69889407545123	0.0	0		
9.18	1.70067642269446	0.0	0		
9.195	1.70245876993768	0.0	0		
9.21	1.70895555069337	0.0	0		
9.225	1.71744854267766	0.0	0		
9.24	1.72566539745293	0.0	0		
9.255	1.72649214888503	0.0	0		
9.27	1.72731890031713	0.0	0		
9.285	1.72625715433217	0.0	0		
9.3	1.72197307872948	0.0	0		
9.315	1.71768900312678	0.0	0		
9.33	1.71364646724587	0.0	0		
9.345	1.70970597665391	0.0	0		
9.36	1.70600564075133	0.0	0		
9.375	1.70864695052141	0.0	0		
9.39	1.71128826029149	0.0	0		
9.405	1.71419969694949	0.0	0		
9.42	1.7175711248674	0.0	0		
9.435	1.72094255278531	0.0	0		
9.45	1.72493333810049	0.0	0		
9.465	1.72918520260843	0.0	0		
9.48	1.73345452597152	0.0	0		
9.495	1.73817881986922	0.0	0		
9.51	1.74290311376693	0.0	0		
9.525	1.74557105209719	0.0	0		
9.54	1.74474430066509	0.0	0		
9.555	1.74391754923299	0.0	0		
9.57	1.73692333787267	0.0	0		
9.585	1.72733516866664	0.0	0		
9.6	1.71782414791145	0.0	0		
9.615	1.71029748876988	0.0	0		
9.63	1.7027708296283	0.0	0		
9.645	1.69907931760657	0.0	0		
9.66	1.70189241988203	0.0	0		
9.675	1.70470552215748	0.0	0		
9.69	1.7044328452131	0.0	0		
9.705	1.70286523860159	0.0	0		
9.72	1.70111943715029	0.0	0		
9.735	1.69484901070424	0.0	0		
9.75	1.6885785842582	0.0	0		
9.765	1.68423811860091	0.0	0		
9.78	1.68316441544235	0.0	0		
9.795	1.68209071228378	0.0	0		
9.81	1.67601442426651	0.0	0		
9.825	1.6678435432298	0.0	0		
9.84	1.65919366875798	0.0	0		
9.855	1.63853561998709	0.0	0		
9.87	1.61787757121621	0.0	0		
9.885	1.60438214813306	1.0	1		
9.9	1.60298633402692	1.0	1		
9.915	1.60159051992078	1.0	1		
9.93	1.60155788716668	1.0	1		
9.945	1.60209473874596	1.0	1		
9.96	1.60205879321385	1.0	1		
9.975	1.58784296339438	1.0	1		
9.99	1.57362713357492	1.0	1		
10.005	1.56742242935019	1.0	1		
10.02	1.57472361082847	1.0	1		
10.035	1.58202479230674	1.0	1		
10.05	1.58172498660862	1.0	1		
10.065	1.57825692540643	1.0	1		
10.08	1.57541201876149	1.0	1		
10.095	1.58780255321139	1.0	1		
10.11	1.60019308766129	1.0	1		
10.125	1.60720814327429	1.0	1		
10.14	1.6051788443046	1.0	1		
10.155	1.6031495453349	1.0	1		
10.17	1.60151457667065	1.0	1		
10.185	1.60004360334341	1.0	1		
10.2	1.59842149740641	1.0	1		
10.215	1.59314961489783	1.0	1		
10.23	1.58787773238925	1.0	1		
10.245	1.58678979788739	1.0	1		
10.26	1.59272737635428	1.0	1		
10.275	1.59866495482117	1.0	1		
10.29	1.59871401420275	1.0	1		
10.305	1.59631965615914	1.0	1		
10.32	1.59399397831845	1.0	1		
10.335	1.59330680829696	1.0	1		
10.35	1.59261963827548	1.0	1		
10.365	1.59025117388779	1.0	1		
10.38	1.5850651876319	1.0	1		
10.395	1.57987920137601	1.0	1		
10.41	1.58341794034698	1.0	1		
10.425	1.59056880338306	1.0	1		
10.44	1.59805569915395	1.0	1		
10.455	1.61346333947943	1.0	1		
10.47	1.62887097980491	1.0	1		
10.485	1.64115288189173	1.0	1		
10.5	1.64820711164353	1.0	1		
10.515	1.65526134139534	1.0	1		
10.53	1.66106184452548	1.0	1		
10.545	1.66634446406565	1.0	1		
10.56	1.67145028507263	1.0	1		
10.575	1.67243809197852	1.0	1		
10.59	1.6734258988844	1.0	1		
10.605	1.66994450709923	1.0	1		
10.62	1.6590034719134	1.0	1		
10.635	1.64806243672757	1.0	1		
10.65	1.63896141607676	1.0	1		
10.665	1.63061874253467	1.0	1		
10.68	1.62331494119171	1.0	1		
10.695	1.63992512905479	1.0	1		
10.71	1.65653531691786	1.0	1		
10.725	1.66782893579707	1.0	1		
10.74	1.67026624196703	1.0	1		
10.755	1.67270354813698	1.0	1		
10.77	1.67498107814775	1.0	1		
10.785	1.6771929066544	1.0	1		
10.8	1.67903360892194	1.0	1		
10.815	1.67243033449674	1.0	1		
10.83	1.66582706007153	1.0	1		
10.845	1.65845353489222	1.0	1		
10.86	1.64979948743415	1.0	1		
10.875	1.64114543997608	1.0	1		
